1,36,21117,33
0,51,3385,60
1,68,16840,36
1,4,11040,51
0,20,15634,25
0,7,17502,44
1,59,11224,18
1,24,6214,53
1,36,10133,8
0,34,15048,56
0,1,7980,37
1,69,15665,24
0,60,209,35
0,79,7795,4
0,22,16769,25
1,72,11002,23
0,61,8293,21
0,96,10456,24
1,29,9289,13
0,22,26,51
1,39,14684,39
1,67,16060,14
0,81,12049,17
1,43,19544,29
0,56,246,13
1,56,2,56
0,11,4009,17
1,43,11658,14
1,69,14407,13
0,80,9577,3
0,100,13513,22
0,36,1944,20
1,72,4417,15
1,15,590,24
0,99,898,22
1,54,9904,44
1,29,21108,31
0,26,15460,52
0,4,19582,11
1,16,20499,18
0,12,20317,49
1,12,17986,36
0,84,12439,35
0,84,17574,21
0,41,4805,25
1,93,4816,18
0,55,2653,33
0,98,10348,13
1,21,14649,37
0,13,19977,23
1,8,17449,60
0,75,5802,47
1,85,21315,4
1,70,18103,22
1,87,8711,43
0,92,8533,4
1,30,10218,1
1,70,4332,13
1,17,882,23
1,44,16103,27
0,63,4557,24
0,17,8489,21
0,82,20536,28
1,77,5058,39
0,43,6436,38
1,12,13555,4
1,61,6043,27
1,97,7634,37
0,22,64,22
0,95,18407,6
1,2,6908,22
0,50,8744,11
1,89,17034,27
0,97,7649,21
0,58,19992,21
0,87,6447,18
0,16,18889,27
1,34,4516,29
1,67,11417,4
1,99,18291,7
1,4,2564,40
1,11,16467,11
0,90,16151,9
1,27,3149,30
1,28,11113,52
1,61,8655,45
0,88,1672,1
1,51,11329,49
1,82,15313,37
1,12,6076,45
0,63,4516,11
0,52,6162,32
0,33,20554,51
1,71,12405,49
0,41,19706,20
0,51,11483,39
1,62,15806,42
0,38,13509,56
0,11,4660,17
0,25,18579,16
1,19,6271,4
1,50,20044,36
0,6,15186,19
0,98,20628,48
0,71,10515,34
0,44,18728,2
0,49,3946,3
1,6,3419,33
1,53,11678,19
0,51,11505,17
0,38,14219,44
0,37,6745,12
0,19,13970,13
1,11,1779,11
0,83,15329,29
0,56,17289,9
0,98,12446,30
1,18,11736,17
1,1,2962,39
0,89,18582,6
0,41,19262,55
1,87,19549,28
1,56,11567,30
1,2,14842,54
0,81,17613,54
0,55,5256,38
0,48,9228,29
0,40,8707,56
0,84,10553,35
1,91,6927,54
1,61,9430,26
0,49,20031,21
1,9,5494,9
1,55,19911,6
0,51,10895,35
0,75,4974,23
1,59,3987,10
1,59,14360,8
1,94,9507,56
1,36,970,1
0,40,3985,27
0,71,1437,27
0,79,5513,14
0,68,19172,59
0,23,3390,49
0,40,12209,9
1,56,21210,40
0,53,7589,3
0,96,5674,23
1,41,21213,41
1,30,10710,23
0,14,8089,46
0,30,387,27
0,53,8310,29
1,10,987,9
0,98,12896,29
1,33,4146,53
