1,87,20033,34
1,99,14426,24
0,64,17267,12
1,74,6350,51
1,67,308,26
0,98,11268,24
1,62,18216,29
1,34,9707,56
1,9,17212,37
1,30,12458,39
1,16,19304,14
1,13,17643,48
0,17,11319,11
0,83,291,47
1,22,9063,9
0,86,20968,17
0,67,5750,9
1,95,1984,57
1,4,19818,36
1,86,4109,59
0,42,12083,3
1,34,9136,46
1,99,20939,38
1,26,2810,21
0,71,16753,23
0,1,5068,49
0,76,16978,6
1,15,10910,45
1,73,19919,20
0,62,12040,22
0,21,16282,34
0,28,204,7
1,90,5229,41
0,7,10356,23
1,60,10092,16
0,73,12588,10
1,39,2850,57
0,28,10147,9
0,41,18921,25
0,16,3680,1
0,44,11392,4
1,29,18231,11
0,66,21415,6
1,94,8326,6
0,87,20309,34
0,63,19267,15
0,66,7291,7
0,100,11187,49
0,48,11975,29
0,87,16772,34
1,41,3161,8
1,38,16004,27
1,50,16253,57
1,49,16436,42
1,36,10435,34
0,64,7150,31
1,5,13534,26
1,100,510,30
1,78,9704,38
1,96,19458,22
1,60,665,14
0,33,4473,37
0,57,14812,29
0,100,17130,37
1,46,7755,47
1,41,3188,57
1,64,18993,33
0,57,12935,41
0,21,17864,33
1,9,13733,2
1,77,13908,32
0,96,12478,18
0,23,19168,10
0,29,7718,37
0,92,17553,31
0,15,21156,1
1,20,9613,3
1,38,12274,56
1,18,7044,9
1,68,15396,8
0,55,9247,41
0,85,10138,11
0,10,19497,17
1,33,4569,34
1,2,20228,20
0,21,18806,15
0,58,8978,55
0,52,19592,24
1,15,923,47
1,21,19172,26
0,28,16335,19
1,53,13807,10
1,81,2082,26
1,23,7253,41
1,55,21519,57
1,38,10541,43
1,75,1091,10
1,100,2585,8
0,76,20778,35
0,57,1350,14
0,10,4716,57
0,50,1311,16
1,33,5534,44
1,51,6140,6
1,98,5116,5
1,23,10742,36
0,4,9346,25
1,77,3178,16
0,99,13946,34
0,66,11006,40
1,8,6951,35
0,97,8170,10
1,83,2541,49
0,89,14168,39
1,39,3781,46
1,59,833,22
0,81,5772,26
1,73,15248,52
0,70,21573,46
1,40,1346,17
0,51,15198,6
0,84,6302,30
1,91,16848,56
1,72,7073,28
0,30,8683,43
0,31,18395,21
0,11,17082,48
0,42,3183,40
1,95,17311,26
0,35,19456,8
1,5,13748,38
0,69,11133,8
1,27,19167,35
0,34,19206,18
1,8,1048,58
0,52,5450,43
1,67,9609,25
1,8,14776,38
0,70,1922,10
0,100,17980,35
0,81,4018,14
1,31,1000,14
0,49,14137,51
0,35,8027,32
0,22,20229,27
0,54,594,14
0,69,14861,5
0,70,15972,14
1,93,11044,18
1,2,1414,3
0,15,5318,3
1,65,6767,9
0,11,9227,37
1,12,16793,38
0,88,4316,11
1,54,11319,5
1,74,2576,52
0,80,4162,51
1,9,6672,49
1,57,15348,52
0,23,11084,33
1,53,7556,36
1,69,8900,34
0,56,6933,15
1,13,1373,35
1,26,3192,27
0,38,3798,15
0,56,9134,17
0,76,5616,49
1,82,18534,32
1,16,3900,54
1,18,14496,32
1,94,4933,51
1,50,16841,5
1,41,5823,33
0,69,21434,11
0,63,1278,20
0,86,19193,9
1,47,6684,37
1,86,10907,15
1,65,16198,13
1,88,3998,22
1,68,9408,17
1,57,1758,45
1,40,6077,49
0,30,20783,53
1,2,2509,2
1,18,13550,12
1,53,4263,33
1,25,21460,32
0,13,5557,27
1,66,6474,11
1,71,13275,4
0,11,21085,25
0,97,8327,39
1,45,7944,36
0,31,9486,26
0,66,3285,14
1,90,9225,60
1,14,8268,30
1,19,20299,40
1,50,19177,59
1,29,8197,29
0,83,11005,42
0,39,8192,26
0,63,3758,13
1,67,2124,23
0,30,16400,40
0,91,20050,39
1,45,4987,17
1,31,5088,15
1,94,17103,10
1,48,18582,37
1,86,9542,3
1,41,7132,9
0,38,2164,10
1,28,3809,25
0,70,14055,40
0,74,11489,2
1,97,21319,7
1,78,7843,6
0,47,9040,33
0,74,19102,26
0,93,4743,18
0,47,18143,56
1,21,7486,55
1,27,18017,29
1,30,20703,26
0,67,16453,38
0,76,6950,2
0,68,15267,39
1,67,3870,59
1,35,7018,45
1,17,14711,14
0,57,15226,15
0,60,16733,14
1,88,10090,41
1,43,5625,20
0,95,6051,31
0,87,881,33
1,90,14303,6
1,45,7844,52
0,89,11010,40
1,44,571,6
1,12,7141,30
0,29,7630,22
1,80,14275,37
1,18,15378,35
0,15,12279,22
0,64,13240,31
1,6,12417,40
1,40,4323,37
0,33,11408,26
0,56,7499,29
0,29,8364,8
0,4,7885,43
0,59,18544,1
1,50,21051,58
1,5,15853,38
0,71,13494,49
1,30,11615,5
1,54,5494,8
1,8,18356,2
0,47,15704,14
1,11,20527,37
1,94,5589,11
1,5,3291,56
1,32,2249,14
0,85,16519,28
0,88,20162,41
1,77,1112,36
0,50,2776,20
0,39,5190,53
0,53,8476,6
0,99,4479,47
0,53,9067,29
0,52,18416,44
1,32,21293,41
1,63,20318,27
1,100,18736,35
1,86,7539,32
0,49,17410,23
1,58,12346,40
1,12,2404,32
0,74,1847,25
0,91,20880,4
0,95,6898,53
1,4,17571,24
0,11,13929,13
0,14,18116,13
1,89,5213,4
1,93,15546,40
1,48,19910,21
0,76,5271,40
0,85,19821,1
0,76,6281,38
1,81,9775,11
0,93,14707,34
0,39,10197,1
0,97,2668,23
1,47,7765,6
0,26,7734,32
1,51,9707,25
1,72,16333,51
0,15,6859,19
0,89,13643,14
0,46,11823,60
1,7,894,30
1,83,2940,41
1,84,9409,60
1,6,7635,43
0,77,11520,7
0,73,7836,20
1,64,5686,37
1,51,21028,22
0,95,8752,9
1,27,19645,12
0,18,12671,49
1,79,10353,59
0,42,2621,8
0,3,8743,25
0,86,3460,11
1,46,10971,22
0,86,15434,7
1,74,5072,42
1,97,3681,38
1,3,10683,52
1,68,55,9
0,28,9907,28
1,31,20207,4
1,83,12441,4
1,68,5652,38
1,63,10509,18
0,13,12152,25
1,39,15533,33
0,45,14942,55
0,93,17654,54
1,26,10546,8
0,28,1662,53
0,52,16098,17
1,44,6046,35
0,55,7499,25
1,57,9897,39
1,33,3759,33
0,57,6413,27
0,52,17232,19
0,65,18106,2
0,85,17899,31
1,93,1280,32
0,32,5004,21
1,69,473,2
0,5,2998,49
1,32,14028,28
1,92,4710,53
0,52,3496,11
1,9,6677,26
0,81,3228,46
1,51,368,35
1,5,8463,34
1,28,9826,36
0,78,12663,13
1,28,11477,19
0,24,7614,27
1,76,7407,14
1,94,19429,37
1,33,3070,28
0,46,8382,41
1,1,740,40
0,45,20113,17
1,91,14837,20
0,51,19314,52
1,5,5272,1
1,94,2257,54
1,92,2130,21
1,1,4072,23
1,42,14624,18
1,65,21106,26
1,60,12859,39
1,40,5122,49
1,94,18524,8
0,43,14427,29
1,58,13858,6
0,38,20299,38
1,21,19413,13
1,94,2619,13
0,9,13938,48
1,91,11452,8
1,84,6941,9
0,67,8501,33
1,49,5220,17
1,67,20372,29
1,50,12741,5
1,8,18378,54
1,6,6750,48
0,4,13606,35
0,66,6283,1
0,72,1996,1
0,98,11991,28
0,64,6543,41
0,16,19809,31
0,38,15370,36
0,64,1007,23
1,29,15589,31
0,46,753,56
0,16,11297,35
0,21,6914,38
0,55,5619,55
