1,38,41,10
0,93,218,23
0,54,222,9
0,13,245,23
1,71,212,17
0,97,88,18
1,44,135,11
0,26,30,15
1,41,54,36
1,72,175,29
0,62,118,4
1,36,264,22
0,25,298,9
1,14,120,57
1,62,259,51
0,83,240,14
0,51,203,17
0,33,256,19
1,22,194,54
0,31,117,34
1,58,19,17
1,47,212,17
1,39,107,27
1,20,160,30
0,48,29,25
0,7,10,28
0,74,24,20
0,86,274,40
0,50,76,13
0,48,28,5
1,49,170,30
0,66,113,32
0,78,67,25
1,63,159,54
0,95,19,40
1,71,277,45
0,89,65,58
1,5,38,24
0,49,226,27
0,38,78,32
1,49,153,40
0,11,58,45
1,4,131,17
0,55,203,44
0,90,190,24
0,60,269,4
0,7,152,32
0,70,145,14
1,74,135,30
0,46,249,11
1,14,59,57
0,62,121,19
0,58,168,4
1,86,168,30
1,86,25,48
0,4,274,47
0,57,278,27
0,49,123,38
1,44,162,11
1,86,49,7
0,11,240,1
0,10,259,47
0,71,136,30
0,24,54,28
0,45,173,25
1,35,74,10
0,66,164,1
1,46,9,12
0,43,74,47
1,85,199,36
1,48,193,14
0,43,60,40
0,12,243,6
1,53,61,34
0,13,261,9
0,6,190,3
0,46,277,29
0,17,34,10
1,37,133,30
0,37,107,29
1,4,156,40
1,32,261,8
0,36,130,18
1,29,205,13
1,72,101,48
1,35,64,38
1,70,127,41
0,33,216,51
0,36,25,17
1,82,31,4
0,5,239,7
0,91,143,10
1,54,151,1
0,15,92,32
1,20,287,7
0,47,265,59
1,27,223,43
0,42,164,40
0,68,48,44
0,41,234,44
0,72,93,32
0,57,89,23
0,85,78,34
1,67,48,1
1,96,187,16
0,76,245,13
0,52,25,31
0,15,5,10
0,70,61,18
0,5,246,15
0,10,20,46
0,88,137,51
0,5,127,18
0,28,14,1
1,20,49,46
1,92,232,1
1,26,267,35
1,24,39,13
0,76,3,28
1,3,232,26
0,51,31,17
1,12,218,50
0,75,218,39
0,10,208,26
1,67,107,30
1,19,78,26
1,24,287,24
1,35,227,4
0,8,79,10
1,70,172,43
1,16,259,2
0,25,292,52
1,35,67,41
0,13,271,4
0,37,116,31
0,25,64,27
0,17,244,35
1,62,17,37
0,42,234,19
0,22,70,10
0,9,137,15
1,69,280,36
1,69,223,9
0,68,289,30
1,34,205,22
0,21,176,21
1,8,49,2
0,77,216,25
0,67,210,22
0,63,180,9
0,25,37,21
0,99,213,40
0,16,252,22
1,47,13,5
0,28,259,33
0,67,42,36
0,8,100,22
0,8,114,22
1,92,294,60
1,27,270,50
1,70,294,58
0,60,290,28
1,31,181,28
0,32,65,39
0,17,239,23
1,28,53,55
0,18,142,32
1,25,170,26
1,38,168,11
0,96,128,35
0,65,96,54
0,86,258,47
1,82,195,8
1,83,154,7
1,42,248,13
1,64,65,36
1,45,45,2
1,54,159,39
0,55,262,37
0,78,111,51
1,62,271,38
0,39,217,24
0,72,11,27
1,99,197,4
0,92,141,59
1,98,189,2
0,2,217,10
1,3,87,30
1,8,19,25
1,95,143,1
0,20,163,13
0,5,266,52
1,91,220,18
1,6,154,11
0,45,291,37
1,63,283,36
1,21,47,52
1,54,190,59
0,75,182,7
1,64,178,39
1,67,8,40
0,65,75,11
0,61,12,22
0,79,83,60
1,80,22,13
0,50,235,41
0,40,98,23
1,1,110,55
1,92,194,54
0,21,222,25
0,20,13,32
0,52,20,25
0,4,83,22
0,19,28,38
0,7,199,45
1,71,66,14
1,85,144,32
1,80,67,41
1,92,241,48
0,73,32,1
1,68,149,6
1,22,252,32
1,86,142,58
1,90,33,34
1,47,203,20
0,54,242,22
0,1,164,1
0,84,119,9
0,75,222,20
1,21,180,16
1,90,160,31
0,30,240,40
0,60,109,57
1,61,100,43
0,30,281,18
0,91,105,45
0,69,99,31
1,1,131,27
1,62,268,31
0,48,116,54
1,23,296,27
1,72,269,49
1,76,225,39
0,24,289,15
1,4,279,27
0,46,233,11
0,53,72,8
0,73,48,49
0,51,3,19
0,11,11,44
0,52,77,20
0,49,209,51
0,65,169,8
0,58,75,30
1,54,276,50
0,47,137,31
1,12,283,32
0,5,284,38
0,49,269,57
1,26,95,52
1,27,294,43
1,36,67,37
0,79,194,18
1,4,159,38
0,21,111,47
1,79,91,25
0,32,294,38
0,25,231,52
0,82,105,52
1,95,0,32
1,87,151,58
1,12,120,17
0,85,89,16
0,7,47,43
0,3,14,21
0,84,212,9
1,99,183,17
1,43,200,49
0,69,96,39
1,57,15,11
0,92,56,32
0,12,232,1
1,98,265,34
1,19,197,27
1,44,253,12
1,3,190,58
0,74,6,18
1,78,187,42
1,54,298,24
0,11,48,27
0,50,69,59
0,88,74,33
1,50,286,58
1,87,242,43
1,92,99,28
0,54,180,15
0,1,49,34
0,16,280,5
1,87,241,26
1,3,213,49
1,29,210,12
1,19,242,40
1,81,236,51
0,42,204,49
0,21,8,7
1,83,252,36
1,91,291,52
1,86,225,16
0,44,17,8
1,11,242,57
1,48,32,59
0,61,287,26
1,57,137,16
1,8,285,24
0,3,241,34
0,85,20,21
0,25,171,33
1,83,220,25
1,78,66,14
0,27,236,38
0,41,278,2
1,80,153,46
0,73,126,43
1,34,67,29
1,35,116,25
1,39,39,10
1,17,82,24
1,42,93,26
0,96,155,29
1,75,47,46
0,72,4,12
1,61,46,19
1,89,282,52
1,90,3,12
1,96,104,46
0,29,194,10
0,72,82,34
1,7,23,58
1,42,64,13
0,54,111,8
1,20,297,25
0,29,15,45
1,19,139,37
0,18,226,45
1,41,274,52
0,27,270,52
0,1,236,58
1,69,248,32
0,99,289,25
1,52,135,31
1,85,187,5
1,81,85,59
0,37,52,14
1,72,261,43
1,100,292,25
0,92,229,29
1,98,198,23
0,34,239,7
1,71,249,10
0,20,135,60
1,52,153,28
0,59,113,26
1,28,262,9
0,50,272,3
0,13,85,23
0,51,275,27
1,66,134,8
0,3,263,21
0,75,36,22
1,41,45,39
1,64,37,60
1,73,0,16
1,27,34,9
0,55,123,24
0,43,166,37
1,49,141,39
1,87,189,13
0,1,35,48
1,85,76,42
1,3,295,7
1,28,66,18
0,95,249,59
1,95,95,16
0,64,279,11
0,2,241,6
1,99,179,55
1,19,19,2
1,58,62,33
0,77,243,55
0,95,167,52
0,12,299,35
0,30,87,39
1,59,66,9
1,77,248,38
1,51,190,17
0,40,80,35
0,27,276,20
0,75,196,41
0,11,299,29
0,35,30,2
0,65,90,23
1,1,247,9
1,77,106,16
1,98,263,32
0,89,236,11
1,23,14,8
0,18,262,19
0,68,187,7
0,87,3,9
0,63,170,38
1,8,84,16
0,40,21,35
1,47,59,19
1,22,21,22
0,97,110,31
1,45,9,30
1,96,164,22
1,30,260,10
0,30,53,51
0,93,211,51
1,30,253,46
1,22,94,18
0,26,227,49
1,5,277,21
1,57,9,35
1,41,267,50
0,100,57,23
0,13,0,48
1,26,9,26
0,63,246,28
1,34,69,28
1,39,157,31
0,73,159,21
0,55,105,37
1,9,164,37
0,47,121,12
0,51,6,32
0,50,181,12
0,75,70,30
1,78,64,29
0,76,129,22
0,53,112,18
1,83,76,5
1,47,231,15
0,64,119,12
1,75,57,60
0,61,150,51
1,31,211,22
0,72,133,9
1,84,1,24
1,40,234,30
0,24,69,5
1,39,131,41
1,93,137,29
0,39,124,8
0,70,276,54
1,31,95,55
1,64,28,5
1,91,128,56
0,69,213,10
1,78,33,10
0,44,254,39
0,25,108,54
1,66,154,43
0,28,255,27
1,24,41,33
0,99,2,8
1,6,38,29
1,80,40,28
1,26,64,55
1,80,227,15
0,73,15,29
1,40,177,10
1,11,43,42
1,82,65,32
0,4,176,50
0,59,293,16
0,20,106,41
1,43,127,56
1,70,65,58
1,84,157,8
0,34,247,4
1,68,199,17
1,44,272,30
0,8,170,8
1,64,57,24
1,9,75,8
1,40,2,43
1,14,131,59
1,64,136,20
1,1,162,54
0,25,139,25
0,24,292,29
0,75,93,2
0,57,274,22
0,11,73,34
1,56,183,21
0,84,19,47
1,94,101,6
0,24,122,41
0,67,231,3
1,22,247,58
1,34,267,9
0,41,132,15
1,9,52,4
1,82,290,35
1,35,259,11
0,12,152,49
1,81,121,50
0,55,64,17
1,85,246,3
0,52,199,22
1,81,139,4
1,7,286,47
0,42,78,11
0,12,101,28
0,62,161,37
0,71,260,11
0,28,60,48
1,20,219,44
1,85,220,24
1,64,141,28
1,68,115,58
1,10,149,33
0,76,25,25
1,42,181,22
1,87,23,17
0,9,214,57
1,80,144,14
1,62,152,7
1,53,42,35
0,18,29,25
1,22,269,17
1,89,159,4
0,73,218,2
1,55,49,39
0,62,153,9
0,14,227,24
0,35,60,56
0,83,299,29
1,55,242,26
0,5,172,32
1,11,112,28
0,7,184,3
0,9,179,19
0,84,151,41
1,99,0,30
1,50,186,16
1,49,291,37
0,26,199,12
1,24,58,34
0,8,33,8
0,73,58,9
0,88,39,15
0,85,38,15
1,72,255,10
0,18,267,28
1,59,81,23
1,58,4,30
1,36,122,25
1,20,136,5
1,41,296,22
1,42,0,34
1,71,160,39
1,80,36,17
0,53,275,38
0,65,4,36
0,85,148,34
1,25,177,6
0,58,172,40
1,32,266,34
0,49,104,11
0,76,188,55
0,22,116,14
1,31,221,44
1,6,137,40
0,12,71,14
0,96,124,20
1,86,185,15
0,51,198,21
1,38,40,42
0,21,172,1
0,60,238,9
0,91,198,19
0,51,240,60
1,63,171,24
0,10,277,39
1,75,17,9
0,7,48,15
0,69,202,5
1,97,164,2
0,7,86,9
1,93,50,44
0,56,152,42
1,38,243,9
0,30,158,22
1,95,12,6
1,19,216,8
1,15,245,5
1,87,155,21
0,69,115,8
1,68,86,21
0,35,272,28
1,55,299,24
0,11,86,44
0,89,228,20
1,39,166,43
1,61,121,22
0,31,4,30
1,32,127,32
1,59,152,25
0,70,55,38
1,22,85,8
1,27,21,4
1,31,267,5
1,46,114,36
1,39,254,5
1,20,21,12
0,57,273,8
0,96,39,19
0,71,293,8
1,42,299,45
0,16,242,20
0,80,41,37
1,13,174,27
0,95,169,15
0,26,237,39
1,10,115,37
0,47,70,36
0,73,146,5
0,62,154,59
1,10,41,40
0,16,251,4
0,4,280,8
1,16,67,37
0,62,261,1
0,1,159,38
1,15,185,33
1,14,137,35
1,24,143,23
0,2,64,47
1,31,231,33
1,84,213,1
1,28,222,39
1,13,299,9
0,91,35,1
0,70,109,32
1,44,24,30
1,7,184,57
0,96,122,50
1,1,62,5
0,30,172,3
0,11,124,17
1,77,170,40
1,10,76,21
0,54,68,59
0,91,290,2
1,99,239,30
0,3,42,12
1,91,68,3
0,34,180,12
0,76,276,60
1,80,142,38
1,94,223,19
1,30,169,56
0,25,207,48
1,3,34,15
1,48,12,23
1,56,27,17
1,38,107,6
1,20,116,46
1,90,156,11
0,61,230,44
0,86,51,29
1,37,77,25
0,14,6,2
0,49,247,44
0,40,47,23
1,41,20,25
0,43,118,26
1,69,8,13
1,26,250,25
0,75,277,21
0,88,9,3
0,99,156,40
0,2,61,60
1,60,196,48
0,67,293,40
0,35,275,6
0,64,200,16
0,75,114,27
1,17,197,5
1,79,7,51
1,69,163,49
0,77,114,15
0,69,162,7
1,27,44,1
1,96,267,54
1,85,53,11
1,6,221,15
0,61,1,59
0,26,64,56
1,4,83,22
1,92,60,37
0,39,278,40
0,44,248,16
1,2,246,17
1,80,62,18
1,86,193,33
0,79,135,14
1,46,253,43
1,96,30,2
0,87,102,54
0,53,27,39
0,74,144,9
1,96,192,36
0,81,1,19
1,73,62,17
0,33,128,14
0,98,186,26
0,51,4,3
1,37,235,40
0,55,105,52
1,100,30,25
0,25,212,41
0,71,8,49
0,95,171,59
1,56,167,36
1,66,148,10
0,86,203,1
1,11,0,12
0,45,299,51
0,71,192,37
0,72,67,31
1,98,12,26
0,5,297,4
1,65,280,53
0,6,28,20
1,75,220,41
1,47,289,29
0,5,194,17
0,90,23,28
0,19,257,27
0,43,140,52
0,72,234,47
1,20,21,9
0,51,287,31
1,95,6,55
1,72,64,44
1,73,108,56
0,76,195,57
0,69,264,41
1,42,145,29
0,22,272,12
1,69,60,28
1,18,137,51
0,40,248,40
1,79,58,40
0,12,7,29
1,68,290,23
0,57,150,28
0,66,107,30
0,89,143,36
0,91,206,49
0,13,204,23
0,1,76,2
0,21,172,41
1,46,256,22
1,66,201,58
1,23,241,36
1,60,192,37
1,98,231,30
0,8,4,60
1,36,182,35
1,30,74,1
1,17,275,42
1,78,271,40
1,77,43,5
1,19,223,51
1,44,282,48
1,63,249,52
0,15,79,4
1,26,115,47
0,41,88,28
0,5,161,48
1,71,186,18
0,50,222,6
1,13,37,27
1,10,168,42
0,70,105,3
0,40,15,18
0,7,228,29
1,53,211,35
0,9,12,49
1,87,250,40
0,84,246,14
1,89,136,45
1,63,192,11
1,74,128,24
0,71,72,12
1,64,202,33
0,4,185,30
0,70,52,31
0,86,280,23
0,20,271,7
1,56,225,16
1,82,144,32
0,41,103,10
0,11,271,9
1,74,51,53
0,50,165,2
1,16,296,1
0,14,152,28
1,39,2,21
0,100,299,39
1,16,166,47
1,39,212,13
1,94,295,28
0,42,227,6
0,95,193,21
0,46,218,10
1,96,85,24
0,24,281,13
1,67,226,57
1,57,190,45
1,94,0,27
1,32,280,16
0,80,66,36
0,70,283,26
0,38,64,25
0,42,42,15
1,78,125,1
0,79,142,53
0,7,1,37
0,30,84,24
1,27,69,25
1,86,139,23
0,69,14,2
0,15,1,29
0,29,242,30
0,20,92,12
0,65,250,35
1,77,222,20
1,1,171,56
0,57,165,40
0,14,248,7
1,2,255,16
1,36,50,19
0,37,253,26
0,52,265,49
0,98,207,18
0,38,11,21
1,81,38,17
0,91,82,28
0,46,186,51
0,32,271,16
1,17,39,5
0,2,296,1
1,10,190,52
1,52,261,52
0,100,35,29
0,34,188,41
1,98,167,27
0,5,239,25
0,28,71,53
1,46,77,23
1,71,69,1
1,4,180,21
0,75,46,39
0,70,52,21
1,2,274,47
1,87,253,9
0,4,283,30
0,8,86,47
1,90,98,48
1,5,272,9
1,99,78,47
0,38,134,38
0,21,187,32
0,86,137,21
1,88,233,40
0,61,5,28
0,82,290,6
0,82,146,38
0,68,266,53
1,64,124,25
0,21,7,26
0,77,198,16
1,31,109,38
0,18,271,32
1,68,131,28
0,88,172,46
1,94,279,50
1,89,201,21
0,95,56,55
1,31,84,30
1,26,37,26
1,87,44,43
1,36,282,27
1,64,38,31
1,77,27,43
1,35,91,49
1,50,287,20
0,9,241,28
0,6,191,11
0,65,155,38
1,42,291,32
1,47,13,15
0,16,272,31
1,36,121,9
1,29,94,5
0,91,270,32
0,82,296,16
1,87,169,54
1,64,100,1
0,34,96,2
0,85,233,14
0,6,284,6
1,100,18,22
0,69,86,11
0,41,241,40
1,29,43,6
1,12,150,23
1,93,182,46
0,43,94,25
0,66,289,56
1,75,54,10
0,77,77,9
0,84,183,26
1,51,81,1
0,78,93,7
0,22,215,1
1,4,12,29
0,17,26,17
0,2,61,28
0,82,60,40
1,19,158,7
0,99,95,16
0,42,196,27
1,65,250,23
1,57,27,4
0,62,217,31
0,84,69,23
0,15,38,25
0,3,185,22
1,53,259,14
1,28,153,6
0,65,104,4
1,29,167,12
1,82,80,6
0,66,284,17
0,64,60,2
0,38,277,23
0,26,72,32
1,8,189,12
1,85,22,28
0,4,257,25
0,59,182,22
0,62,103,21
1,3,278,5
0,10,248,24
0,10,11,53
1,58,68,25
1,59,228,13
